ENSG,Pathway,pathways_grouped,PathwayGroup,Gene_name
ENSG00000136881,Fatty acid biosynthesis,Fatty acid biosynthesis,Lipid Metabolism,BAAT
ENSG00000205669,Fatty acid biosynthesis,Fatty acid biosynthesis,Lipid Metabolism,ACOT6
ENSG00000100865,Fatty acid biosynthesis,Fatty acid biosynthesis,Lipid Metabolism,CINP
ENSG00000141552,Fatty acid biosynthesis,Fatty acid biosynthesis,Lipid Metabolism,ANAPC11
ENSG00000149929,Fatty acid biosynthesis,Fatty acid biosynthesis,Lipid Metabolism,HIRIP3
ENSG00000151093,Fatty acid biosynthesis (even-chain),Fatty acid biosynthesis,Lipid Metabolism,OXSM
ENSG00000169710,Fatty acid biosynthesis (even-chain),Fatty acid biosynthesis,Lipid Metabolism,FASN
ENSG00000278540,Fatty acid biosynthesis (even-chain),Fatty acid biosynthesis,Lipid Metabolism,ACACA
ENSG00000115425,Fatty acid biosynthesis (even-chain),Fatty acid biosynthesis,Lipid Metabolism,PECR
ENSG00000116353,Fatty acid biosynthesis (even-chain),Fatty acid biosynthesis,Lipid Metabolism,MECR
ENSG00000076555,Fatty acid biosynthesis (even-chain),Fatty acid biosynthesis,Lipid Metabolism,ACACB
ENSG00000169710,Fatty acid biosynthesis (odd-chain),Fatty acid biosynthesis,Lipid Metabolism,FASN
ENSG00000012660,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,ELOVL5
ENSG00000170522,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,ELOVL6
ENSG00000197977,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,ELOVL2
ENSG00000066322,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,ELOVL1
ENSG00000118402,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,ELOVL4
ENSG00000119915,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,ELOVL3
ENSG00000164181,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,ELOVL7
ENSG00000149084,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,HSD17B12
ENSG00000205678,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,TECRL
ENSG00000074696,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,HACD3
ENSG00000099797,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,TECR
ENSG00000146066,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,HIGD2A
ENSG00000165996,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,HACD1
ENSG00000188921,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,HACD4
ENSG00000206527,Fatty acid biosynthesis (unsaturated),Fatty acid biosynthesis,Lipid Metabolism,HACD2
ENSG00000099194,Fatty acid desaturation (even-chain),Fatty acid desaturation,Lipid Metabolism,SCD
ENSG00000134824,Fatty acid desaturation (even-chain),Fatty acid desaturation,Lipid Metabolism,FADS2
ENSG00000149485,Fatty acid desaturation (even-chain),Fatty acid desaturation,Lipid Metabolism,FADS1
ENSG00000145284,Fatty acid desaturation (even-chain),Fatty acid desaturation,Lipid Metabolism,SCD5
ENSG00000221968,Fatty acid desaturation (even-chain),Fatty acid desaturation,Lipid Metabolism,FADS3
ENSG00000172782,Fatty acid desaturation (even-chain),Fatty acid desaturation,Lipid Metabolism,FADS6
ENSG00000099194,Fatty acid desaturation (odd-chain),Fatty acid desaturation,Lipid Metabolism,SCD
ENSG00000145284,Fatty acid desaturation (odd-chain),Fatty acid desaturation,Lipid Metabolism,SCD5
ENSG00000012660,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,ELOVL5
ENSG00000170522,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,ELOVL6
ENSG00000197977,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,ELOVL2
ENSG00000066322,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,ELOVL1
ENSG00000118402,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,ELOVL4
ENSG00000119915,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,ELOVL3
ENSG00000164181,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,ELOVL7
ENSG00000149084,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,HSD17B12
ENSG00000205678,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,TECRL
ENSG00000074696,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,HACD3
ENSG00000099797,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,TECR
ENSG00000146066,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,HIGD2A
ENSG00000165996,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,HACD1
ENSG00000188921,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,HACD4
ENSG00000206527,Fatty acid elongation (even-chain),Fatty acid elongation,Lipid Metabolism,HACD2
ENSG00000012660,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,ELOVL5
ENSG00000170522,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,ELOVL6
ENSG00000197977,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,ELOVL2
ENSG00000066322,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,ELOVL1
ENSG00000118402,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,ELOVL4
ENSG00000119915,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,ELOVL3
ENSG00000164181,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,ELOVL7
ENSG00000149084,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,HSD17B12
ENSG00000205678,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,TECRL
ENSG00000074696,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,HACD3
ENSG00000099797,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,TECR
ENSG00000146066,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,HIGD2A
ENSG00000165996,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,HACD1
ENSG00000188921,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,HACD4
ENSG00000206527,Fatty acid elongation (odd-chain),Fatty acid elongation,Lipid Metabolism,HACD2
ENSG00000197894,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ADH5
ENSG00000133835,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,HSD17B4
ENSG00000005469,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,CROT
ENSG00000012660,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ELOVL5
ENSG00000060971,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACAA1
ENSG00000083807,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,SLC27A5
ENSG00000110090,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,CPT1A
ENSG00000113396,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,SLC27A6
ENSG00000113790,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,EHHADH
ENSG00000117054,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACADM
ENSG00000130304,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,SLC27A1
ENSG00000138029,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,HADHB
ENSG00000140284,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,SLC27A2
ENSG00000143554,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,SLC27A3
ENSG00000151726,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACSL1
ENSG00000155368,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,DBI
ENSG00000157184,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,CPT2
ENSG00000161533,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACOX1
ENSG00000167114,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,SLC27A4
ENSG00000167315,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACAA2
ENSG00000170522,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ELOVL6
ENSG00000178537,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,SLC25A20
ENSG00000197977,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ELOVL2
ENSG00000072210,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ALDH3A2
ENSG00000066322,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ELOVL1
ENSG00000118402,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ELOVL4
ENSG00000084754,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,HADHA
ENSG00000127884,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ECHS1
ENSG00000104823,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ECH1
ENSG00000072778,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACADVL
ENSG00000087008,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACOX3
ENSG00000105379,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ETFB
ENSG00000140374,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ETFA
ENSG00000171503,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ETFDH
ENSG00000068366,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACSL4
ENSG00000119673,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACOT2
ENSG00000123983,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACSL3
ENSG00000130377,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACSBG2
ENSG00000164398,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACSL6
ENSG00000166743,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACSM1
ENSG00000177465,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACOT4
ENSG00000197142,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACSL5
ENSG00000095321,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,CRAT
ENSG00000169169,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,CPT1C
ENSG00000205560,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,CPT1B
ENSG00000072506,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,HSD17B10
ENSG00000097021,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACOT7
ENSG00000100294,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,MCAT
ENSG00000101473,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACOT8
ENSG00000104325,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,DECR1
ENSG00000107537,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,PHYH
ENSG00000112304,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACOT13
ENSG00000115361,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACADL
ENSG00000115425,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,PECR
ENSG00000116353,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,MECR
ENSG00000122971,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACADS
ENSG00000131373,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,HACL1
ENSG00000138796,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,HADH
ENSG00000152463,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,OLAH
ENSG00000162390,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACOT11
ENSG00000167969,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ECI1
ENSG00000168306,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACOX2
ENSG00000184227,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACOT1
ENSG00000186115,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,CYP4F2
ENSG00000186529,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,CYP4F3
ENSG00000196177,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ACADSB
ENSG00000198721,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,ECI2
ENSG00000213398,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,LCAT
ENSG00000242612,Fatty acid oxidation,Fatty acid oxidation,Lipid Metabolism,DECR2
ENSG00000160282,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,FTCD
ENSG00000091140,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,DLD
ENSG00000136877,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,FPGS
ENSG00000137563,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,GGH
ENSG00000140905,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,GCSH
ENSG00000145020,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,AMT
ENSG00000178445,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,GLDC
ENSG00000065911,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,MTHFD2
ENSG00000100714,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,MTHFD1
ENSG00000120254,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,MTHFD1L
ENSG00000124615,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,MOCS1
ENSG00000136010,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,ALDH1L2
ENSG00000136371,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,MTHFS
ENSG00000144908,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,ALDH1L1
ENSG00000151552,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,QDPR
ENSG00000163738,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,MTHFD2L
ENSG00000164172,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,MOCS2
ENSG00000171723,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,GPHN
ENSG00000177000,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,MTHFR
ENSG00000178700,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,DHFR2
ENSG00000228716,Folate metabolism,Folate metabolism,Metabolism of cofactors and vitamins,DHFR
ENSG00000107798,Formation and hydrolysis of cholesterol esters,Formation and hydrolysis of cholesterol esters,Lipid Metabolism,LIPA
ENSG00000170835,Formation and hydrolysis of cholesterol esters,Formation and hydrolysis of cholesterol esters,Lipid Metabolism,CEL
ENSG00000057252,Formation and hydrolysis of cholesterol esters,Formation and hydrolysis of cholesterol esters,Lipid Metabolism,SOAT1
ENSG00000167780,Formation and hydrolysis of cholesterol esters,Formation and hydrolysis of cholesterol esters,Lipid Metabolism,SOAT2
ENSG00000116199,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,FAM20B
ENSG00000140263,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,SORD
ENSG00000141560,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,FN3KRP
ENSG00000162408,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,NOL9
ENSG00000164068,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,RNF123
ENSG00000167363,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,FN3K
ENSG00000172456,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,FGGY
ENSG00000198074,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,AKR1B10
ENSG00000156510,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,HKDC1
ENSG00000156515,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,HK1
ENSG00000159399,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,HK2
ENSG00000160883,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,HK3
ENSG00000100413,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,POLR3H
ENSG00000085662,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,AKR1B1
ENSG00000109107,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,ALDOC
ENSG00000136872,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,ALDOB
ENSG00000149925,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,ALDOA
ENSG00000285043,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,
ENSG00000138030,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,KHK
ENSG00000078237,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,TIGAR
ENSG00000100417,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,PMM1
ENSG00000104522,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,GFUS
ENSG00000108813,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,DLX4
ENSG00000112699,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,GMDS
ENSG00000114268,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,PFKFB4
ENSG00000116783,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,TNNI3K
ENSG00000123836,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,PFKFB2
ENSG00000140650,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,PMM2
ENSG00000144591,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,GMPPA
ENSG00000157353,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,FCSK
ENSG00000158571,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,PFKFB1
ENSG00000170525,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,PFKFB3
ENSG00000173540,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,GMPPB
ENSG00000176020,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,AMIGO3
ENSG00000178802,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,MPI
ENSG00000254685,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,FPGT
ENSG00000259030,Fructose and mannose metabolism,Fructose and mannose metabolism,Carbohydrate Metabolism,FPGT-TNNI3K
ENSG00000086062,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,B4GALT1
ENSG00000117411,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,B4GALT2
ENSG00000170266,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,GLB1
ENSG00000090402,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,SI
ENSG00000115850,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,LCT
ENSG00000163521,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,GLB1L
ENSG00000188167,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,TMPPE
ENSG00000257335,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,MGAM
ENSG00000198074,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,AKR1B10
ENSG00000085662,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,AKR1B1
ENSG00000067057,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,PFKP
ENSG00000109107,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,ALDOC
ENSG00000136872,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,ALDOB
ENSG00000141959,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,PFKL
ENSG00000149925,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,ALDOA
ENSG00000152556,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,PFKM
ENSG00000285043,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,
ENSG00000138030,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,KHK
ENSG00000102393,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,GLA
ENSG00000117308,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,GALE
ENSG00000171298,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,GAA
ENSG00000214013,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,GANC
ENSG00000108479,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,GALK1
ENSG00000156958,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,GALK2
ENSG00000166262,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,FAM227B
ENSG00000167531,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,LALBA
ENSG00000169764,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,UGP2
ENSG00000213930,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,GALT
ENSG00000241343,Galactose metabolism,Galactose metabolism,Carbohydrate Metabolism,RPL36A
ENSG00000231852,Glucocorticoid biosynthesis,Glucocorticoid biosynthesis,Lipid Metabolism,CYP21A2
ENSG00000117594,Glucocorticoid biosynthesis,Glucocorticoid biosynthesis,Lipid Metabolism,HSD11B1
ENSG00000148795,Glucocorticoid biosynthesis,Glucocorticoid biosynthesis,Lipid Metabolism,CYP17A1
ENSG00000160882,Glucocorticoid biosynthesis,Glucocorticoid biosynthesis,Lipid Metabolism,CYP11B1
ENSG00000179142,Glucocorticoid biosynthesis,Glucocorticoid biosynthesis,Lipid Metabolism,CYP11B2
ENSG00000203857,Glucocorticoid biosynthesis,Glucocorticoid biosynthesis,Lipid Metabolism,HSD3B1
ENSG00000203859,Glucocorticoid biosynthesis,Glucocorticoid biosynthesis,Lipid Metabolism,HSD3B2
ENSG00000197580,Glucocorticoid biosynthesis,Glucocorticoid biosynthesis,Lipid Metabolism,BCO2
ENSG00000001084,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GCLC
ENSG00000002549,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,LAP3
ENSG00000006625,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GGCT
ENSG00000023909,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GCLM
ENSG00000099998,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GGT5
ENSG00000100031,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GGT1
ENSG00000100121,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GGTLC2
ENSG00000100983,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GSS
ENSG00000104687,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GSR
ENSG00000116157,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GPX7
ENSG00000117450,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,PRDX1
ENSG00000117592,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,PRDX6
ENSG00000126432,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,PRDX5
ENSG00000131067,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GGT7
ENSG00000133475,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,
ENSG00000134864,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GGACT
ENSG00000139684,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,ESD
ENSG00000141279,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,NPEPPS
ENSG00000149435,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GGTLC1
ENSG00000164294,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GPX8
ENSG00000165672,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,PRDX3
ENSG00000166825,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,ANPEP
ENSG00000167468,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GPX4
ENSG00000167741,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GGT6
ENSG00000167815,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,PRDX2
ENSG00000176153,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GPX2
ENSG00000178814,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,OPLAH
ENSG00000197894,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,ADH5
ENSG00000198704,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GPX6
ENSG00000211445,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GPX3
ENSG00000224586,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GPX5
ENSG00000233276,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GPX1
ENSG00000274252,Glutathione metabolism,Glutathione metabolism,Amino Acid Metabolism,GGTLC3
ENSG00000197894,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ADH5
ENSG00000026652,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,AGPAT4
ENSG00000067113,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLPP1
ENSG00000141934,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLPP2
ENSG00000143797,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,MBOAT2
ENSG00000160216,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,AGPAT3
ENSG00000162407,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLPP3
ENSG00000163295,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ALPI
ENSG00000072210,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ALDH3A2
ENSG00000111275,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ALDH2
ENSG00000137124,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ALDH1B1
ENSG00000143149,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ALDH9A1
ENSG00000164904,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ALDH7A1
ENSG00000117448,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,AKR1A1
ENSG00000172955,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ADH6
ENSG00000187758,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ADH1A
